"SYMBOL","COMPANY NAME","SUBJECT","DETAILS","BROADCAST DATE/TIME","RECEIPT","DISSEMINATION","DIFFERENCE","ATTACHMENT"
"KAMATHOTEL","Kamat Hotels (I) Limited","Shareholders meeting","Kamat Hotels (I) Limited has informed the Exchange regarding Proceedings of 38th Annual General Meeting of the Company held on September 26, 2025","26-Sep-2025 19:07:33","2025-09-26 19:07:33","26-Sep-2025 19:07:33","00:00:00","https://nsearchives.nseindia.com/corporate/KAMATHOTEL_26092025190721_ProceedingsAGM.pdf"
"TIGERLOGS","Tiger Logistics (India) Limited","Shareholders meeting","Tiger Logistics (India) Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 25, 2025","26-Sep-2025 19:05:07","2025-09-26 19:05:07","26-Sep-2025 19:05:07","00:00:00","https://nsearchives.nseindia.com/corporate/TIGER_26092025190319_Scrutinizer_Report_and_Voting_Results_of_25th_AGM.pdf"
"BAJAJHFL","Bajaj Housing Finance Limited","Trading Window","Bajaj Housing Finance Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 19:04:27","2025-09-26 19:04:27","26-Sep-2025 19:04:28","00:00:01","https://nsearchives.nseindia.com/corporate/BHFL_26092025190409_BHFL_Intimation_for_closure_of_trading_windowSigned.pdf"
"RBLBANK","RBL Bank Limited","Shareholders meeting","RBL Bank Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 26, 2025","26-Sep-2025 19:03:46","2025-09-26 19:03:46","26-Sep-2025 19:03:46","00:00:00","https://nsearchives.nseindia.com/corporate/RBLBANK_26092025190211_AGMProceedingsSept262025Signed.pdf"
"IRMENERGY","IRM Energy Limited","Shareholders meeting","IRM Energy Limited has submitted the Exchange a copy Srutinizers report of  10th Annual General Meeting held on September 25, 2025. Further, the company has informed the Exchange regarding voting results.","26-Sep-2025 19:03:35","2025-09-26 19:03:35","26-Sep-2025 19:03:35","00:00:00","https://nsearchives.nseindia.com/corporate/IRMENERGY_26092025190322_disclosurevotingresultssigned.pdf"
"HINDCOPPER","Hindustan Copper Limited","General Updates","Hindustan Copper Limited has informed the Exchange about General Updates","26-Sep-2025 19:03:29","2025-09-26 19:03:29","26-Sep-2025 19:03:30","00:00:01","https://nsearchives.nseindia.com/corporate/HINDCOPPERMKD_26092025190135_LetterBSENSEDividendDeclaration-25092025.pdf"
"QPOWER","Quality Power Electrical Equipments Limited","Bagging/Receiving of orders/contracts","Quality Power Electrical Equipments Limited has informed the Exchange about Bagging/Receiving of orders/contracts","26-Sep-2025 19:03:19","2025-09-26 19:03:19","26-Sep-2025 19:03:20","00:00:01","https://nsearchives.nseindia.com/corporate/QPOWER1234_26092025190255_IntimationReceiptofSignificantOrder260925Sign.pdf"
"GLENMARK","Glenmark Pharmaceuticals Limited","Shareholders meeting","Glenmark Pharmaceuticals Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 26, 2025. Further, the company has submitted the Exchange a copy of Srutinizers report along with voting results.","26-Sep-2025 19:02:13","2025-09-26 19:02:13","26-Sep-2025 19:02:13","00:00:00","https://nsearchives.nseindia.com/corporate/GLENMARK_26092025190002_AGM_OUTCOME_26092025_SIGNED.pdf"
"DHARMAJ","Dharmaj Crop Guard Limited","Updates","Dharmaj Crop Guard Limited has informed the Exchange regarding 'Disclosure under Regulation 7(3) of SEBI (Prohibition of Insider Trading) Regulations, 2015'.","26-Sep-2025 19:02:11","2025-09-26 19:02:11","26-Sep-2025 19:02:12","00:00:01","https://nsearchives.nseindia.com/corporate/DHARMAJ_26092025190126_bsense.pdf"
"UMIYA-MRO","UMIYA BUILDCON LIMITED","Updates","UMIYA BUILDCON LIMITED has informed the Exchange regarding 'Disclosure of Media Coverage - Launch of Indigenously Developed  MRO-TEK CORNUS Family 1G Switches '.","26-Sep-2025 19:02:08","2025-09-26 19:02:08","26-Sep-2025 19:02:09","00:00:01","https://nsearchives.nseindia.com/corporate/MRO-TEK_26092025190150_Disclosure_-_ET_Telecom_signed.pdf"
"BRIGHOTEL","Brigade Hotel Ventures Limited","General Updates","Brigade Hotel Ventures Limited has informed the Exchange about Disclosure pursuant to Regulation 30 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015","26-Sep-2025 19:01:50","2025-09-26 19:01:50","26-Sep-2025 19:01:51","00:00:01","https://nsearchives.nseindia.com/corporate/BRIGADE2_26092025185918_Intimation_for_land_acquisition.pdf"
"TAKE","Take Solutions Limited","Updates","Take Solutions Limited has informed the Exchange regarding 'Disinvestment of M/s. Take Consultancy Services Inc, wholly owned subsidiary'.","26-Sep-2025 19:01:23","2025-09-26 19:01:23","26-Sep-2025 19:01:24","00:00:01","https://nsearchives.nseindia.com/corporate/TAKE_26092025190031_Reg_30_Disinvestment_TCS_Inc.pdf"
"RBA","Restaurant Brands Asia Limited","Trading Window","Restaurant Brands Asia Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 19:01:18","2025-09-26 19:01:18","26-Sep-2025 19:01:19","00:00:01","https://nsearchives.nseindia.com/corporate/RBA_26092025190000_FinalUpload.pdf"
"CEMPRO","Cemindia Projects Limited","Trading Window","Cemindia Projects Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 19:00:56","2025-09-26 19:00:56","26-Sep-2025 19:00:58","00:00:02","https://nsearchives.nseindia.com/corporate/ITD_26092025185947_Stock_exchange_LetterHead_Signed.pdf"
"UNIPARTS","Uniparts India Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Uniparts India Limited has informed the Exchange about Schedule of meet","26-Sep-2025 18:59:57","2025-09-26 18:59:57","26-Sep-2025 18:59:58","00:00:01","https://nsearchives.nseindia.com/corporate/Earth_2018_26092025185943_IntimationofInvestorMeeting10102025.pdf"
"KARURVYSYA","Karur Vysya Bank Limited","Trading Window","Karur Vysya Bank Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 18:59:08","2025-09-26 18:59:08","26-Sep-2025 18:59:09","00:00:01","https://nsearchives.nseindia.com/corporate/KARURVYSYA_26092025185844_Intimation_26092025_DS.pdf"
"DELPHIFX","DELPHI WORLD MONEY LIMITED","Trading Window","DELPHI WORLD MONEY LIMITED has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 18:58:59","2025-09-26 18:58:59","26-Sep-2025 18:59:00","00:00:01","https://nsearchives.nseindia.com/corporate/DELPHIFX_26092025185843_CloserTradingWindowSeptember2025.pdf"
"VINEETLAB","Vineet Laboratories Limited","Shareholders meeting","We are hereby submitting the voting results along with scrutinizer''s report for the 9th Annual General Meeting of Vineet Laboratories Limited.","26-Sep-2025 18:58:43","2025-09-26 18:58:43","26-Sep-2025 18:58:43","00:00:00","https://nsearchives.nseindia.com/corporate/VINEETLAB_26092025185822_Upload.pdf"
"RHETAN","Rhetan TMT Limited","Shareholders meeting","Rhetan TMT Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting with Voting Results  held on September 25, 2025","26-Sep-2025 18:58:20","2025-09-26 18:58:20","26-Sep-2025 18:58:20","00:00:00","https://nsearchives.nseindia.com/corporate/RHETAN_26092025185634_ScrutinizerReport.pdf"
"ZEELEARN","Zee Learn Limited","Shareholders meeting","Zee Learn Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 26, 2025","26-Sep-2025 18:58:19","2025-09-26 18:58:19","26-Sep-2025 18:58:19","00:00:00","https://nsearchives.nseindia.com/corporate/corpaffairs_26092025185346_Outcome_of_AGM_signed.pdf"
"ROHLTD","Royal Orchid Hotels Limited","Shareholders meeting","Royal Orchid Hotels Limited has informed the Exchange regarding voting results of  Annual General Meeting held on September 25, 2025","26-Sep-2025 18:57:18","2025-09-26 18:57:18","26-Sep-2025 18:57:18","00:00:00","https://nsearchives.nseindia.com/corporate/ROHLTD_26092025185703_Intimation_Signed.pdf"
"WAAREEINDO","Indosolar Limited","Trading Window","Indosolar Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 18:55:26","2025-09-26 18:55:26","26-Sep-2025 18:55:27","00:00:01","https://nsearchives.nseindia.com/corporate/INDOSOLAR20_26092025185456_TWCQ3.pdf"
"KIRLOSENG","Kirloskar Oil Engines Limited","Trading Window","Kirloskar Oil Engines Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 18:54:07","2025-09-26 18:54:07","26-Sep-2025 18:54:09","00:00:02","https://nsearchives.nseindia.com/corporate/KIRLOSENG_26092025185348_SE_tradingwindowclosure_26September25.pdf"
"POLICYBZR","PB Fintech Limited","Shareholders meeting","PB Fintech Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 26, 2025","26-Sep-2025 18:53:57","2025-09-26 18:53:57","26-Sep-2025 18:53:57","00:00:00","https://nsearchives.nseindia.com/corporate/POLICYBZR_26092025185110_Proceedings17thAGMPOLICYBZR.pdf"
"VENUSPIPES","Venus Pipes & Tubes Limited","Shareholders meeting","Venus Pipes & Tubes Limited has informed the Exchange about Shareholders meeting","26-Sep-2025 18:53:37","2025-09-26 18:53:37","26-Sep-2025 18:53:37","00:00:00","https://nsearchives.nseindia.com/corporate/VENUSPIPES_26092025185229_Intimation_Cons_Voting_results_Scrutinizer_Report25V.pdf"
"SANGHVIMOV","Sanghvi Movers Limited","General Updates","Clarification on delayed submission of the Proceedings of 36th AGM of the Company","26-Sep-2025 18:53:33","2025-09-26 18:53:33","26-Sep-2025 18:53:34","00:00:01","https://nsearchives.nseindia.com/corporate/SANGHVIMOV_26092025185323_SE_Intimation_Clrification_on_AGM_Proceedings_26092025.pdf"
"ORIENTCER","ORIENT CERATECH LIMITED","Capacity addition","ORIENT CERATECH LIMITED has informed the Exchange about Enhancement of Plant located at Baraya.","26-Sep-2025 18:52:31","2025-09-26 18:52:31","26-Sep-2025 18:52:32","00:00:01","https://nsearchives.nseindia.com/corporate/ORIENTABRA_26092025185030_Enhancement_of_Plant_located_at_Baraya.pdf"
"GMDCLTD","Gujarat Mineral Development Corporation Limited","Shareholders meeting","Gujarat Mineral Development Corporation Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 25, 2025. Further, the company has informed the Exchange regarding voting results.","26-Sep-2025 18:50:52","2025-09-26 18:50:52","26-Sep-2025 18:50:52","00:00:00","https://nsearchives.nseindia.com/corporate/GMDCLTD_26092025185038_signedvotingresults62.pdf"
"PROSTARM","Prostarm Info Systems Limited","Shareholders meeting","Prostarm Info Systems Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 26, 2025","26-Sep-2025 18:50:46","2025-09-26 18:50:46","26-Sep-2025 18:50:46","00:00:00","https://nsearchives.nseindia.com/corporate/PROSTARM_26092025184932_SE_Outcome-CS.pdf"
"AIIL","Authum Investment & Infrastructure Limited","Shareholders meeting","Authum Investment & Infrastructure Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 26, 2025","26-Sep-2025 18:50:42","2025-09-26 18:50:42","26-Sep-2025 18:50:42","00:00:00","https://nsearchives.nseindia.com/corporate/Authum123_26092025184939_ProceedingsoftheAGM.pdf"
"KEI","KEI Industries Limited","Credit Rating","KEI Industries Limited has informed the Exchange about Credit Rating","26-Sep-2025 18:50:13","2025-09-26 18:50:13","26-Sep-2025 18:50:14","00:00:01","https://nsearchives.nseindia.com/corporate/KEI_26092025184902_Intimation260925.pdf"
"RAMCOSYS","Ramco Systems Limited","Trading Window","Ramco Systems Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 18:48:59","2025-09-26 18:48:59","26-Sep-2025 18:49:00","00:00:01","https://nsearchives.nseindia.com/corporate/RAMCOSYS_26092025184037_26092025TWCLIntimation.pdf"
"LLOYDSENGG","LLOYDS ENGINEERING WORKS LIMITED","Trading Window","LLOYDS ENGINEERING WORKS LIMITED has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 18:48:58","2025-09-26 18:48:58","26-Sep-2025 18:49:00","00:00:02","https://nsearchives.nseindia.com/corporate/LSIL_26092025184815_BSENSELETTER1.pdf"
"CARBORUNIV","Carborundum Universal Limited","Updates","Carborundum Universal Limited has informed the Exchange regarding 'Stepping down of Cheif Financial Officer'.","26-Sep-2025 18:48:37","2025-09-26 18:48:37","26-Sep-2025 18:48:38","00:00:01","https://nsearchives.nseindia.com/corporate/CARBORUNIV_26092025184513_intimation_sd.pdf"
"PALASHSECU","Palash Securities Limited","Trading Window","Palash Securities Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 18:48:26","2025-09-26 18:48:26","26-Sep-2025 18:48:27","00:00:01","https://nsearchives.nseindia.com/corporate/PALASHSECU_26092025184815_TradingWindow_September2025.pdf"
"IRFC","Indian Railway Finance Corporation Limited","Press Release","Indian Railway Finance Corporation Limited has informed the Exchange regarding a press release dated September 26, 2025, titled ""IRFC Sanctions Rupee Term Loan of INR 12,640 crore to CSPGCL Raipur"".","26-Sep-2025 18:48:14","2025-09-26 18:48:14","26-Sep-2025 18:48:14","00:00:00","https://nsearchives.nseindia.com/corporate/IRFC_26092025184753_2Pressreleaseintimation26092025.pdf"
"BRIGHOTEL","Brigade Hotel Ventures Limited","Trading Window","Brigade Hotel Ventures Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 18:48:13","2025-09-26 18:48:13","26-Sep-2025 18:48:13","00:00:00","https://nsearchives.nseindia.com/corporate/BRIGADE2_26092025184800_BHVL_Intimation_-_Trading_Window_Closure.pdf"
"CINELINE","Cineline India Limited","Updates","Cineline India Limited has informed the Exchange regarding 'Appointment of Secreterial Auditor'.","26-Sep-2025 18:47:39","2025-09-26 18:47:39","26-Sep-2025 18:47:40","00:00:01","https://nsearchives.nseindia.com/corporate/CINELINE_26092025184734_Outcome__Appt_of_Sec_Auditor.pdf"
"HTMEDIA","HT Media Limited","Trading Window","HT Media Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 18:47:33","2025-09-26 18:47:33","26-Sep-2025 18:47:34","00:00:01","https://nsearchives.nseindia.com/corporate/HTMEDIA_26092025184437_TradingWindowClosure.pdf"
"GOPAL","Gopal Snacks Limited","Shareholders meeting","Gopal Snacks Limited has informed the Exchange regarding Proceedings of undefined held on September 26, 2025","26-Sep-2025 18:46:43","2025-09-26 18:46:43","26-Sep-2025 18:46:45","00:00:02","https://nsearchives.nseindia.com/corporate/GOPALSNACKS_26092025184626_GSLAGMProceeding.pdf"
"ARIHANTCAP","Arihant Capital Markets Limited","Trading Window","Arihant Capital Markets Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 18:46:32","2025-09-26 18:46:32","26-Sep-2025 18:46:32","00:00:00","https://nsearchives.nseindia.com/corporate/ARIHANTCAP_26092025184620_TradingWIndow.pdf"
"IRFC","Indian Railway Finance Corporation Limited","Press Release","Indian Railway Finance Corporation Limited has informed the Exchange regarding a press release dated September 26, 2025, titled ""IRFC Sanctions Rupee Term Loan of INR 12,640 crore to CSPGCL Raipur"".","26-Sep-2025 18:46:28","2025-09-26 18:46:28","26-Sep-2025 18:46:29","00:00:01","https://nsearchives.nseindia.com/corporate/IRFC_26092025184617_2Pressreleaseintimation26092025.pdf"
"ROHLTD","Royal Orchid Hotels Limited","Shareholders meeting","Royal Orchid Hotels Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 25, 2025","26-Sep-2025 18:46:21","2025-09-26 18:46:21","26-Sep-2025 18:46:21","00:00:00","https://nsearchives.nseindia.com/corporate/ROHLTD_26092025184611_SR_Intimation_Signed.pdf"
